"","assigned_cluster"
"cond_A_cell1153",1
"cond_A_cell1154",1
"cond_A_cell1155",1
"cond_A_cell1156",1
"cond_A_cell1157",1
"cond_A_cell1158",1
"cond_A_cell1159",1
"cond_A_cell1160",1
"cond_A_cell1161",1
"cond_A_cell1162",1
"cond_A_cell1163",1
"cond_A_cell1164",1
"cond_A_cell1165",1
"cond_A_cell1166",1
"cond_A_cell1167",1
"cond_A_cell1168",1
"cond_A_cell1169",1
"cond_A_cell1170",1
"cond_A_cell1171",1
"cond_A_cell1172",1
"cond_A_cell1173",1
"cond_A_cell1174",1
"cond_A_cell1175",1
"cond_A_cell1176",1
"cond_A_cell1177",1
"cond_A_cell1178",1
"cond_A_cell1179",1
"cond_A_cell1180",1
"cond_A_cell1181",1
"cond_A_cell1182",1
"cond_A_cell1183",1
"cond_A_cell1184",1
"cond_A_cell1185",1
"cond_A_cell1186",1
"cond_A_cell1187",1
"cond_A_cell1188",1
"cond_A_cell1189",1
"cond_A_cell1190",1
"cond_A_cell1191",1
"cond_A_cell1192",1
"cond_A_cell1193",1
"cond_A_cell1194",1
"cond_A_cell1195",1
"cond_A_cell1196",1
"cond_A_cell1197",1
"cond_A_cell1198",1
"cond_A_cell1199",1
"cond_A_cell1200",1
"cond_A_cell1201",1
"cond_A_cell1202",1
"cond_A_cell1203",1
"cond_A_cell1204",1
"cond_A_cell1205",1
"cond_A_cell1206",1
"cond_A_cell1207",1
"cond_A_cell1208",1
"cond_A_cell1209",1
"cond_A_cell1210",1
"cond_A_cell1211",1
"cond_A_cell1212",1
"cond_A_cell1213",1
"cond_A_cell1214",1
"cond_A_cell1215",1
"cond_A_cell1216",1
"cond_A_cell1217",1
"cond_A_cell1218",1
"cond_A_cell1219",1
"cond_A_cell1220",1
"cond_A_cell1221",1
"cond_A_cell1222",1
"cond_A_cell1223",1
"cond_A_cell1224",1
"cond_A_cell1225",1
"cond_A_cell1226",1
"cond_A_cell1227",1
"cond_A_cell1228",1
"cond_A_cell1229",1
"cond_A_cell1230",1
"cond_A_cell1231",1
"cond_A_cell1232",1
"cond_A_cell1233",1
"cond_A_cell1234",1
"cond_A_cell1235",1
"cond_A_cell1236",1
"cond_A_cell1237",1
"cond_A_cell1238",1
"cond_A_cell1239",1
"cond_A_cell1240",1
"cond_A_cell1241",1
"cond_A_cell1242",1
"cond_A_cell1243",1
"cond_A_cell1244",1
"cond_A_cell1245",1
"cond_A_cell1246",1
"cond_A_cell1247",1
"cond_A_cell1248",1
"cond_A_cell1249",1
"cond_A_cell1250",1
"cond_A_cell1251",1
"cond_A_cell1252",1
"cond_A_cell1253",1
"cond_A_cell1254",1
"cond_A_cell1255",1
"cond_A_cell1256",1
"cond_A_cell1257",1
"cond_A_cell1258",1
"cond_A_cell1259",1
"cond_A_cell1260",1
"cond_A_cell1261",1
"cond_A_cell1262",1
"cond_A_cell1263",1
"cond_A_cell1264",1
"cond_A_cell1265",1
"cond_A_cell1266",1
"cond_A_cell1267",1
"cond_A_cell1268",1
"cond_A_cell1269",1
"cond_A_cell1270",1
"cond_A_cell1271",1
"cond_A_cell1272",1
"cond_A_cell1273",1
"cond_A_cell1274",1
"cond_A_cell1275",1
"cond_A_cell1276",1
"cond_A_cell1277",1
"cond_A_cell1278",1
"cond_A_cell1279",1
"cond_A_cell1280",1
"cond_A_cell1281",1
"cond_A_cell1282",1
"cond_A_cell1283",1
"cond_A_cell1284",1
"cond_A_cell1285",1
"cond_A_cell1286",1
"cond_A_cell1287",1
"cond_A_cell1288",1
"cond_A_cell1289",1
"cond_A_cell1290",1
"cond_A_cell1291",1
"cond_A_cell1292",1
"cond_A_cell1293",1
"cond_A_cell1294",1
"cond_A_cell1295",1
"cond_A_cell1296",1
"cond_A_cell1297",1
"cond_A_cell1298",1
"cond_A_cell1299",1
"cond_A_cell1300",1
"cond_A_cell1301",1
"cond_A_cell1302",1
"cond_A_cell1303",1
"cond_A_cell1304",1
"cond_A_cell1305",1
"cond_A_cell1306",1
"cond_A_cell1307",1
"cond_A_cell1308",1
"cond_A_cell1309",1
"cond_A_cell1310",1
"cond_A_cell1311",1
"cond_A_cell1312",1
"cond_A_cell1313",1
"cond_A_cell1314",1
"cond_A_cell1315",1
"cond_A_cell1316",1
"cond_A_cell1317",1
"cond_A_cell1318",1
"cond_A_cell1319",1
"cond_A_cell1320",1
"cond_A_cell1321",1
"cond_A_cell1322",1
"cond_A_cell1323",1
"cond_A_cell1324",1
"cond_A_cell1325",1
"cond_A_cell1326",1
"cond_A_cell1327",1
"cond_A_cell1328",1
"cond_A_cell1329",1
"cond_A_cell1330",1
"cond_A_cell1331",1
"cond_A_cell1332",1
"cond_A_cell1333",1
"cond_A_cell1334",1
"cond_A_cell1335",1
"cond_A_cell1336",1
"cond_A_cell1337",1
"cond_A_cell1338",1
"cond_A_cell1339",1
"cond_A_cell1340",1
"cond_A_cell1341",1
"cond_A_cell1342",1
"cond_A_cell1343",1
"cond_A_cell1344",1
"cond_A_cell1345",1
"cond_A_cell1346",1
"cond_A_cell1347",1
"cond_A_cell1348",1
"cond_A_cell1349",1
"cond_A_cell1350",1
"cond_A_cell1351",1
"cond_A_cell1352",1
"cond_A_cell1353",1
"cond_A_cell1354",1
"cond_A_cell1355",1
"cond_A_cell1356",1
"cond_A_cell1357",1
"cond_A_cell1358",1
"cond_A_cell1359",1
"cond_A_cell1360",1
"cond_A_cell1361",1
"cond_A_cell1362",1
"cond_A_cell1363",1
"cond_A_cell1364",1
"cond_A_cell1365",1
"cond_A_cell1366",1
"cond_A_cell1367",1
"cond_A_cell1368",1
"cond_A_cell1369",1
"cond_A_cell1370",1
"cond_A_cell1371",1
"cond_A_cell1372",1
"cond_A_cell1373",1
"cond_A_cell1374",1
"cond_A_cell1375",1
"cond_A_cell1376",1
"cond_A_cell1377",1
"cond_A_cell1378",1
"cond_A_cell1379",1
"cond_A_cell1380",1
"cond_A_cell1381",1
"cond_A_cell1382",1
"cond_A_cell1383",1
"cond_A_cell1384",1
"cond_A_cell1385",1
"cond_A_cell1386",1
"cond_A_cell1387",1
"cond_A_cell1388",1
"cond_A_cell1389",1
"cond_A_cell1390",1
"cond_A_cell1391",1
"cond_A_cell1392",1
"cond_A_cell1393",1
"cond_A_cell1394",1
"cond_A_cell1395",1
"cond_A_cell1396",1
"cond_A_cell1397",1
"cond_A_cell1398",1
"cond_A_cell1399",1
"cond_A_cell1400",1
"cond_A_cell1401",1
"cond_A_cell1402",1
"cond_A_cell1403",1
"cond_A_cell1404",1
"cond_A_cell1405",1
"cond_A_cell1406",1
"cond_A_cell1407",1
"cond_A_cell1408",1
"cond_A_cell1409",1
"cond_A_cell1410",1
"cond_A_cell1411",1
"cond_A_cell1412",1
"cond_A_cell1413",1
"cond_A_cell1414",1
"cond_A_cell1415",1
"cond_A_cell1416",1
"cond_A_cell1417",1
"cond_A_cell1418",1
"cond_A_cell1419",1
"cond_A_cell1420",1
"cond_A_cell1421",1
"cond_A_cell1422",1
"cond_A_cell1423",1
"cond_A_cell1424",1
"cond_A_cell1425",1
"cond_A_cell1426",1
"cond_A_cell1427",1
"cond_A_cell1428",1
"cond_A_cell1429",1
"cond_A_cell1430",1
"cond_A_cell1431",1
"cond_A_cell1432",1
"cond_A_cell1433",1
"cond_A_cell1434",1
"cond_A_cell1435",1
"cond_A_cell1436",1
"cond_A_cell1437",1
"cond_A_cell1438",1
"cond_A_cell1439",1
"cond_A_cell1440",1
"cond_A_cell1441",1
"cond_A_cell1442",1
"cond_A_cell1443",1
"cond_A_cell1444",1
"cond_A_cell1445",1
"cond_A_cell1446",1
"cond_A_cell1447",1
"cond_A_cell1448",1
"cond_A_cell1449",1
"cond_A_cell1450",1
"cond_A_cell1451",1
"cond_A_cell1452",1
"cond_A_cell1453",1
"cond_A_cell1454",1
"cond_A_cell1455",1
"cond_A_cell1456",1
"cond_A_cell1457",1
"cond_A_cell1458",1
"cond_A_cell1459",1
"cond_A_cell1460",1
"cond_A_cell1461",1
"cond_A_cell1462",1
"cond_A_cell1463",1
"cond_A_cell1464",1
"cond_A_cell1465",1
"cond_A_cell1466",1
"cond_A_cell1467",1
"cond_A_cell1468",1
"cond_A_cell1469",1
"cond_A_cell1470",1
"cond_A_cell1471",1
"cond_A_cell1472",1
"cond_A_cell1473",1
"cond_A_cell1474",1
"cond_A_cell1475",1
"cond_A_cell1476",1
"cond_A_cell1477",1
"cond_A_cell1478",1
"cond_A_cell1479",1
"cond_A_cell1480",1
"cond_A_cell1481",1
"cond_A_cell1482",1
"cond_A_cell1483",1
"cond_A_cell1484",1
"cond_A_cell1485",1
"cond_A_cell1486",1
"cond_A_cell1487",1
"cond_A_cell1488",1
"cond_A_cell1489",1
"cond_A_cell1490",1
"cond_A_cell1491",1
"cond_A_cell1492",1
"cond_A_cell1493",1
"cond_A_cell1494",1
"cond_A_cell1495",1
"cond_A_cell1496",1
"cond_A_cell1497",1
"cond_A_cell1498",1
"cond_A_cell1499",1
"cond_A_cell1500",1
"cond_A_cell1501",1
"cond_A_cell1502",1
"cond_A_cell1503",1
"cond_A_cell1504",1
"cond_A_cell1505",1
"cond_A_cell1506",1
"cond_A_cell1507",1
"cond_A_cell1508",1
"cond_A_cell1509",1
"cond_A_cell1510",1
"cond_A_cell1511",1
"cond_A_cell1512",1
"cond_A_cell1513",1
"cond_A_cell1514",1
"cond_A_cell1515",1
"cond_A_cell1516",1
"cond_A_cell1517",1
"cond_A_cell1518",1
"cond_A_cell1519",1
"cond_A_cell1520",1
"cond_A_cell1521",1
"cond_A_cell1522",1
"cond_A_cell1523",1
"cond_A_cell1524",1
"cond_A_cell1525",1
"cond_A_cell1526",1
"cond_A_cell1527",1
"cond_A_cell1528",1
"cond_A_cell1529",1
"cond_A_cell1530",1
"cond_A_cell1531",1
"cond_A_cell1532",1
"cond_A_cell1533",1
"cond_A_cell1534",1
"cond_A_cell1535",1
"cond_A_cell1536",1
"cond_A_cell1537",1
"cond_A_cell1538",1
"cond_A_cell1539",1
"cond_A_cell1540",1
"cond_A_cell1541",1
"cond_A_cell1542",1
"cond_A_cell1543",1
"cond_A_cell1544",1
"cond_A_cell1545",1
"cond_A_cell1546",1
"cond_A_cell1547",1
"cond_A_cell1548",1
"cond_A_cell1549",1
"cond_A_cell1550",1
"cond_A_cell1551",1
"cond_A_cell1552",1
"cond_A_cell1553",1
"cond_A_cell1554",1
"cond_A_cell1555",1
"cond_A_cell1556",1
"cond_A_cell1557",1
"cond_A_cell1558",1
"cond_A_cell1559",1
"cond_A_cell1560",1
"cond_A_cell1561",1
"cond_A_cell1562",1
"cond_A_cell1563",1
"cond_A_cell1564",1
"cond_A_cell1565",1
"cond_A_cell1566",1
"cond_A_cell1567",1
"cond_A_cell1568",1
"cond_A_cell1569",1
"cond_A_cell1570",1
"cond_A_cell1571",1
"cond_A_cell1572",1
"cond_A_cell1573",1
"cond_A_cell1574",1
"cond_A_cell1575",1
"cond_A_cell1576",1
"cond_A_cell1577",1
"cond_A_cell1578",1
"cond_A_cell1579",1
"cond_A_cell1580",1
"cond_A_cell1581",1
"cond_A_cell1582",1
"cond_A_cell1583",1
"cond_A_cell1584",1
"cond_A_cell1585",1
"cond_A_cell1586",1
"cond_A_cell1587",1
"cond_A_cell1588",1
"cond_A_cell1589",1
"cond_A_cell1590",1
"cond_A_cell1591",1
"cond_A_cell1592",1
"cond_A_cell1593",1
"cond_A_cell1594",1
"cond_A_cell1595",1
"cond_A_cell1596",1
"cond_A_cell1597",1
"cond_A_cell1598",1
"cond_A_cell1599",1
"cond_A_cell1600",1
"cond_A_cell1601",1
"cond_A_cell1602",1
"cond_A_cell1603",1
"cond_A_cell1604",1
"cond_A_cell1605",1
"cond_A_cell1606",1
"cond_A_cell1607",1
"cond_A_cell1608",1
"cond_A_cell1609",1
"cond_A_cell1610",1
"cond_A_cell1611",1
"cond_A_cell1612",1
"cond_A_cell1613",1
"cond_A_cell1614",1
"cond_A_cell1615",1
"cond_A_cell1616",1
"cond_A_cell1617",1
"cond_A_cell1618",1
"cond_A_cell1619",1
"cond_A_cell1620",1
"cond_A_cell1621",1
"cond_A_cell1622",1
"cond_A_cell1623",1
"cond_A_cell1624",1
"cond_A_cell1625",1
"cond_A_cell1626",1
"cond_A_cell1627",1
"cond_A_cell1628",1
"cond_A_cell1629",1
"cond_A_cell1630",1
"cond_A_cell1631",1
"cond_A_cell1632",1
"cond_A_cell1633",1
"cond_A_cell1634",1
"cond_A_cell1635",1
"cond_A_cell1636",1
"cond_A_cell1637",1
"cond_A_cell1638",1
"cond_A_cell1639",1
"cond_A_cell1640",1
"cond_A_cell1641",1
"cond_A_cell1642",1
"cond_A_cell1643",1
"cond_A_cell1644",1
"cond_A_cell1645",1
"cond_A_cell1646",1
"cond_A_cell1647",1
"cond_A_cell1648",1
"cond_A_cell1649",1
"cond_A_cell1650",1
"cond_A_cell1651",1
"cond_A_cell1652",1
"cond_A_cell1653",1
"cond_A_cell1654",1
"cond_A_cell1655",1
"cond_A_cell1656",1
"cond_A_cell1657",1
"cond_A_cell1658",1
"cond_A_cell1659",1
"cond_A_cell1660",1
"cond_A_cell1661",1
"cond_A_cell1662",1
"cond_A_cell1663",1
"cond_A_cell1664",1
"cond_A_cell1665",1
"cond_A_cell1666",1
"cond_A_cell1667",1
"cond_A_cell1668",1
"cond_A_cell1669",1
"cond_A_cell1670",1
"cond_A_cell1671",1
"cond_A_cell1672",1
"cond_A_cell1673",1
"cond_A_cell1674",1
"cond_A_cell1675",1
"cond_A_cell1676",1
"cond_A_cell1677",1
"cond_A_cell1678",1
"cond_A_cell1679",1
"cond_A_cell1680",1
"cond_A_cell1681",1
"cond_A_cell1682",1
"cond_A_cell1683",1
"cond_A_cell1684",1
"cond_A_cell1685",1
"cond_A_cell1686",1
"cond_A_cell1687",1
"cond_A_cell1688",1
"cond_A_cell1689",1
"cond_A_cell1690",1
"cond_A_cell1691",1
"cond_A_cell1692",1
"cond_A_cell1693",1
"cond_A_cell1694",1
"cond_A_cell1695",1
"cond_A_cell1696",1
"cond_A_cell1697",1
"cond_A_cell1698",1
"cond_A_cell1699",1
"cond_A_cell1700",1
"cond_A_cell1701",1
"cond_A_cell1702",1
"cond_A_cell1703",1
"cond_A_cell1704",1
"cond_A_cell1705",1
"cond_A_cell1706",1
"cond_A_cell1707",1
"cond_A_cell1708",1
"cond_A_cell1709",1
"cond_A_cell1710",1
"cond_A_cell1711",1
"cond_A_cell1712",1
"cond_A_cell1713",1
"cond_A_cell1714",1
"cond_A_cell1715",1
"cond_A_cell1716",1
"cond_A_cell1717",1
"cond_A_cell1718",1
"cond_A_cell1719",1
"cond_A_cell1720",1
"cond_A_cell1721",1
"cond_A_cell1722",1
"cond_A_cell1723",1
"cond_A_cell1724",1
"cond_A_cell1725",1
"cond_A_cell1726",1
"cond_A_cell1727",1
"cond_A_cell1728",1
"cond_A_cell1729",1
"cond_A_cell1730",1
"cond_A_cell1731",1
"cond_A_cell1732",1
"cond_A_cell1733",1
"cond_A_cell1734",1
"cond_A_cell1735",1
"cond_A_cell1736",1
"cond_A_cell1737",1
"cond_A_cell1738",1
"cond_A_cell1739",1
"cond_A_cell1740",1
"cond_A_cell1741",1
"cond_A_cell1742",1
"cond_A_cell1743",1
"cond_A_cell1744",1
"cond_A_cell1745",1
"cond_A_cell1746",1
"cond_A_cell1747",1
"cond_A_cell1748",1
"cond_A_cell1749",1
"cond_A_cell1750",1
"cond_A_cell1751",1
"cond_A_cell1752",1
"cond_A_cell1753",1
"cond_A_cell1754",1
"cond_A_cell1755",1
"cond_A_cell1756",1
"cond_A_cell1757",1
"cond_A_cell1758",1
"cond_A_cell1759",1
"cond_A_cell1760",1
"cond_A_cell1761",1
"cond_A_cell1762",1
"cond_A_cell1763",1
"cond_A_cell1764",1
"cond_A_cell1765",1
"cond_A_cell1766",1
"cond_A_cell1767",1
"cond_A_cell1768",1
"cond_A_cell1769",1
"cond_A_cell1770",1
"cond_A_cell1771",1
"cond_A_cell1772",1
"cond_A_cell1773",1
"cond_A_cell1774",1
"cond_A_cell1775",1
"cond_A_cell1776",1
"cond_A_cell1777",1
"cond_A_cell1778",1
"cond_A_cell1779",1
"cond_A_cell1780",1
"cond_A_cell1781",1
"cond_A_cell1782",1
"cond_A_cell1783",1
"cond_A_cell1784",1
"cond_A_cell1785",1
"cond_A_cell1786",1
"cond_A_cell1787",1
"cond_A_cell1788",1
"cond_A_cell1789",1
"cond_A_cell1790",1
"cond_A_cell1791",1
"cond_A_cell1792",1
"cond_A_cell1793",1
"cond_A_cell1794",1
"cond_A_cell1795",1
"cond_A_cell1796",1
"cond_A_cell1797",1
"cond_A_cell1798",1
"cond_A_cell1799",1
"cond_A_cell1800",1
"cond_A_cell1801",1
"cond_A_cell1802",1
"cond_A_cell1803",1
"cond_A_cell1804",1
"cond_A_cell1805",1
"cond_A_cell1806",1
"cond_A_cell1807",1
"cond_A_cell1808",1
"cond_A_cell1809",1
"cond_A_cell1810",1
"cond_A_cell1811",1
"cond_A_cell1812",1
"cond_A_cell1813",1
"cond_A_cell1814",1
"cond_A_cell1815",1
"cond_A_cell1816",1
"cond_A_cell1817",1
"cond_A_cell1818",1
"cond_A_cell1819",1
"cond_A_cell1820",1
"cond_A_cell1821",1
"cond_A_cell1822",1
"cond_A_cell1823",1
"cond_A_cell1824",1
"cond_A_cell1825",1
"cond_A_cell1826",1
"cond_A_cell1827",1
"cond_A_cell1828",1
"cond_A_cell1829",1
"cond_A_cell1830",1
"cond_A_cell1831",1
"cond_A_cell1832",1
"cond_A_cell1833",1
"cond_A_cell1834",1
"cond_A_cell1835",1
"cond_A_cell1836",1
"cond_A_cell1837",1
"cond_A_cell1838",1
"cond_A_cell1839",1
"cond_A_cell1840",1
"cond_A_cell1841",1
"cond_A_cell1842",1
"cond_A_cell1843",1
"cond_A_cell1844",1
"cond_A_cell1845",1
"cond_A_cell1846",1
"cond_A_cell1847",1
"cond_A_cell1848",1
"cond_A_cell1849",1
"cond_A_cell1850",1
"cond_A_cell1851",1
"cond_A_cell1852",1
"cond_A_cell1853",1
"cond_A_cell1854",1
"cond_A_cell1855",1
"cond_A_cell1856",1
"cond_A_cell1857",1
"cond_A_cell1858",1
"cond_A_cell1859",1
"cond_A_cell1860",1
"cond_A_cell1861",1
"cond_A_cell1862",1
"cond_A_cell1863",1
"cond_A_cell1864",1
"cond_A_cell1865",1
"cond_A_cell1866",1
"cond_A_cell1867",1
"cond_A_cell1868",1
"cond_A_cell1869",1
"cond_A_cell1870",1
"cond_A_cell1871",1
"cond_A_cell1872",1
"cond_A_cell1873",1
"cond_A_cell1874",1
"cond_A_cell1875",1
"cond_A_cell1876",1
"cond_A_cell1877",1
"cond_A_cell1878",1
"cond_A_cell1879",1
"cond_A_cell1880",1
"cond_A_cell1881",1
"cond_A_cell1882",1
"cond_A_cell1883",1
"cond_A_cell1884",1
"cond_A_cell1885",1
"cond_A_cell1886",1
"cond_A_cell1887",1
"cond_A_cell1888",1
"cond_A_cell1889",1
"cond_A_cell1890",1
"cond_A_cell1891",1
"cond_A_cell1892",1
"cond_A_cell1893",1
"cond_A_cell1894",1
"cond_A_cell1895",1
"cond_A_cell1896",1
"cond_A_cell1897",1
"cond_A_cell1898",1
"cond_A_cell1899",1
"cond_A_cell1900",1
"cond_A_cell1901",1
"cond_A_cell1902",1
"cond_A_cell1903",1
"cond_A_cell1904",1
"cond_A_cell1905",1
"cond_A_cell1906",1
"cond_A_cell1907",1
"cond_A_cell1908",1
"cond_A_cell1909",1
"cond_A_cell1910",1
"cond_A_cell1911",1
"cond_A_cell1912",1
"cond_A_cell1913",1
"cond_A_cell1914",1
"cond_A_cell1915",1
"cond_A_cell1916",1
"cond_A_cell1917",1
"cond_A_cell1918",1
"cond_A_cell1919",1
"cond_A_cell1920",1
"cond_A_cell1921",1
"cond_A_cell1922",1
"cond_A_cell1923",1
"cond_A_cell1924",1
"cond_A_cell1925",1
"cond_A_cell1926",1
"cond_A_cell1927",1
"cond_A_cell1928",1
"cond_A_cell1929",1
"cond_A_cell1930",1
"cond_A_cell1931",1
"cond_A_cell1932",1
"cond_A_cell1933",1
"cond_A_cell1934",1
"cond_A_cell1935",1
"cond_A_cell1936",1
"cond_A_cell1937",1
"cond_A_cell1938",1
"cond_A_cell1939",1
"cond_A_cell1940",1
"cond_A_cell1941",1
"cond_A_cell1942",1
"cond_A_cell1943",1
"cond_A_cell1944",1
"cond_A_cell1945",1
"cond_A_cell1946",1
"cond_A_cell1947",1
"cond_A_cell1948",1
"cond_A_cell1949",1
"cond_A_cell1950",1
"cond_A_cell1951",1
"cond_A_cell1952",1
"cond_A_cell1953",1
"cond_A_cell1954",1
"cond_A_cell1955",1
"cond_A_cell1956",1
"cond_A_cell1957",1
"cond_A_cell1958",1
"cond_A_cell1959",1
"cond_A_cell1960",1
"cond_A_cell1961",1
"cond_A_cell1962",1
"cond_A_cell1963",1
"cond_A_cell1964",1
"cond_A_cell1965",1
"cond_A_cell1966",1
"cond_A_cell1967",1
"cond_A_cell1968",1
"cond_A_cell1969",1
"cond_A_cell1970",1
"cond_A_cell1971",1
"cond_A_cell1972",1
"cond_A_cell1973",1
"cond_A_cell1974",1
"cond_A_cell1975",1
"cond_A_cell1976",1
"cond_A_cell1977",1
"cond_A_cell1978",1
"cond_A_cell1979",1
"cond_A_cell1980",1
"cond_A_cell1981",1
"cond_A_cell1982",1
"cond_A_cell1983",1
"cond_A_cell1984",1
"cond_A_cell1985",1
"cond_A_cell1986",1
"cond_A_cell1987",1
"cond_A_cell1988",1
"cond_A_cell1989",1
"cond_A_cell1990",1
"cond_A_cell1991",1
"cond_A_cell1992",1
"cond_A_cell1993",1
"cond_A_cell1994",1
"cond_A_cell1995",1
"cond_A_cell1996",1
"cond_A_cell1997",1
"cond_A_cell1998",1
"cond_A_cell1999",1
"cond_A_cell2000",1
"cond_A_cell2001",1
"cond_A_cell2002",1
"cond_A_cell2003",1
"cond_A_cell2004",1
"cond_A_cell2005",1
"cond_A_cell2006",1
"cond_A_cell2007",1
"cond_A_cell2008",1
"cond_A_cell2009",1
"cond_A_cell2010",1
"cond_A_cell2011",1
"cond_A_cell2012",1
"cond_A_cell2013",1
"cond_A_cell2014",1
"cond_A_cell2015",1
"cond_A_cell2016",1
"cond_A_cell2017",1
"cond_A_cell2018",1
"cond_A_cell2019",1
"cond_A_cell2020",1
"cond_A_cell2021",1
"cond_A_cell2022",1
"cond_A_cell2023",1
"cond_A_cell2024",1
"cond_A_cell2025",1
"cond_A_cell2026",1
"cond_A_cell2027",1
"cond_A_cell2028",1
"cond_A_cell2029",1
"cond_A_cell2030",1
"cond_A_cell2031",1
"cond_A_cell2032",1
"cond_A_cell2033",1
"cond_A_cell2034",1
"cond_A_cell2035",1
"cond_A_cell2036",1
"cond_A_cell2037",1
"cond_A_cell2038",1
"cond_A_cell2039",1
"cond_A_cell2040",1
"cond_A_cell2041",1
"cond_A_cell2042",1
"cond_A_cell2043",1
"cond_A_cell2044",1
"cond_A_cell2045",1
"cond_A_cell2046",1
"cond_A_cell2047",1
"cond_A_cell2048",1
"cond_A_cell2049",1
"cond_A_cell2050",1
"cond_A_cell2051",1
"cond_A_cell2052",1
"cond_A_cell2053",1
"cond_A_cell2054",1
"cond_A_cell2055",1
"cond_A_cell2056",1
"cond_A_cell2057",1
"cond_A_cell2058",1
"cond_A_cell2059",1
"cond_A_cell2060",1
"cond_A_cell2061",1
"cond_A_cell2062",1
"cond_A_cell2063",1
"cond_A_cell2064",1
"cond_A_cell2065",1
"cond_A_cell2066",1
"cond_A_cell2067",1
"cond_A_cell2068",1
"cond_A_cell2069",1
"cond_A_cell2070",1
"cond_A_cell2071",1
"cond_A_cell2072",1
"cond_A_cell2073",1
"cond_A_cell2074",1
"cond_A_cell2075",1
"cond_A_cell2076",1
"cond_A_cell2077",1
"cond_A_cell2078",1
"cond_A_cell2079",1
"cond_A_cell2080",1
"cond_A_cell2081",1
"cond_A_cell2082",1
"cond_A_cell2083",1
"cond_A_cell2084",1
"cond_A_cell2085",1
"cond_A_cell2086",1
"cond_A_cell2087",1
"cond_A_cell2088",1
"cond_A_cell2089",1
"cond_A_cell2090",1
"cond_A_cell2091",1
"cond_A_cell2092",1
"cond_A_cell2093",1
"cond_A_cell2094",1
"cond_A_cell2095",1
"cond_A_cell2096",1
"cond_A_cell2097",1
"cond_A_cell2098",1
"cond_A_cell2099",1
"cond_A_cell2100",1
"cond_A_cell2101",1
"cond_A_cell2102",1
"cond_A_cell2103",1
"cond_A_cell2104",1
"cond_A_cell2105",1
"cond_A_cell2106",1
"cond_A_cell2107",1
"cond_A_cell2108",1
"cond_A_cell2109",1
"cond_A_cell2110",1
"cond_A_cell2111",1
"cond_A_cell2112",1
"cond_A_cell2113",1
"cond_A_cell2114",1
"cond_A_cell2115",1
"cond_A_cell2116",1
"cond_A_cell2117",1
"cond_A_cell2118",1
"cond_A_cell2119",1
"cond_A_cell2120",1
"cond_A_cell2121",1
"cond_A_cell2122",1
"cond_A_cell2123",1
"cond_A_cell2124",1
"cond_A_cell2125",1
"cond_A_cell2126",1
"cond_A_cell2127",1
"cond_A_cell2128",1
"cond_A_cell2129",1
"cond_A_cell2130",1
"cond_A_cell2131",1
"cond_A_cell2132",1
"cond_A_cell2133",1
"cond_A_cell2134",1
"cond_A_cell2135",1
"cond_A_cell2136",1
"cond_A_cell2137",1
"cond_A_cell2138",1
"cond_A_cell2139",1
"cond_A_cell2140",1
"cond_A_cell2141",1
"cond_A_cell2142",1
"cond_A_cell2143",1
"cond_A_cell2144",1
"cond_A_cell2145",1
"cond_A_cell2146",1
"cond_A_cell2147",1
"cond_A_cell2148",1
"cond_A_cell2149",1
"cond_A_cell2150",1
"cond_A_cell2151",1
"cond_A_cell2152",1
"cond_A_cell2153",1
"cond_A_cell2154",1
"cond_A_cell2155",1
"cond_A_cell2156",1
"cond_A_cell2157",1
"cond_A_cell2158",1
"cond_A_cell2159",1
"cond_A_cell2160",1
"cond_A_cell2161",1
"cond_A_cell2162",1
"cond_A_cell2163",1
"cond_A_cell2164",1
"cond_A_cell2165",1
"cond_A_cell2166",1
"cond_A_cell2167",1
"cond_A_cell2168",1
"cond_A_cell2169",1
"cond_A_cell2170",1
"cond_A_cell2171",1
"cond_A_cell2172",1
"cond_A_cell2173",1
"cond_A_cell2174",1
"cond_A_cell2175",1
"cond_A_cell2176",1
"cond_A_cell2177",1
"cond_A_cell2178",1
"cond_A_cell2179",1
"cond_A_cell2180",1
"cond_A_cell2181",1
"cond_A_cell2182",1
"cond_A_cell2183",1
"cond_A_cell2184",1
"cond_A_cell2185",1
"cond_A_cell2186",1
"cond_A_cell2187",1
"cond_A_cell2188",1
"cond_A_cell2189",1
"cond_A_cell2190",1
"cond_A_cell2191",1
"cond_A_cell2192",1
"cond_A_cell2193",1
"cond_A_cell2194",1
"cond_A_cell2195",1
"cond_A_cell2196",1
"cond_A_cell2197",1
"cond_A_cell2198",1
"cond_A_cell2199",1
"cond_A_cell2200",1
"cond_A_cell2201",1
"cond_A_cell2202",1
"cond_A_cell2203",1
"cond_A_cell2204",1
"cond_A_cell2205",1
"cond_A_cell2206",1
"cond_A_cell2207",1
"cond_A_cell2208",1
"cond_A_cell2209",1
"cond_A_cell2210",1
"cond_A_cell2211",1
"cond_A_cell2212",1
"cond_A_cell2213",1
"cond_A_cell2214",1
"cond_A_cell2215",1
"cond_A_cell2216",1
"cond_A_cell2217",1
"cond_A_cell2218",1
"cond_A_cell2219",1
"cond_A_cell2220",1
"cond_A_cell2221",1
"cond_A_cell2222",1
"cond_A_cell2223",1
"cond_A_cell2224",1
"cond_A_cell2225",1
"cond_A_cell2226",1
"cond_A_cell2227",1
"cond_A_cell2228",1
