"","assigned_cluster"
"cond_F_cell25",6
"cond_F_cell26",6
"cond_F_cell27",6
"cond_F_cell28",6
"cond_F_cell29",6
"cond_F_cell30",6
"cond_F_cell31",6
"cond_F_cell32",6
"cond_F_cell33",6
"cond_F_cell34",6
"cond_F_cell35",6
"cond_F_cell36",6
"cond_F_cell37",6
"cond_F_cell38",6
"cond_F_cell39",6
"cond_F_cell40",6
"cond_F_cell41",6
"cond_F_cell42",6
"cond_F_cell43",6
"cond_F_cell44",6
"cond_F_cell45",6
"cond_F_cell46",6
"cond_F_cell47",6
"cond_F_cell48",6
"cond_F_cell49",6
"cond_F_cell50",6
"cond_F_cell51",6
"cond_F_cell52",6
"cond_F_cell53",6
"cond_F_cell54",6
"cond_F_cell55",6
"cond_F_cell56",6
"cond_F_cell57",6
"cond_F_cell58",6
"cond_F_cell59",6
"cond_F_cell60",6
"cond_F_cell61",6
"cond_F_cell62",6
"cond_F_cell63",6
"cond_F_cell64",6
"cond_F_cell65",6
"cond_F_cell66",6
"cond_F_cell67",6
"cond_F_cell68",6
"cond_F_cell69",6
"cond_F_cell70",6
"cond_F_cell71",6
"cond_F_cell72",6
"cond_F_cell73",6
"cond_F_cell74",6
"cond_F_cell75",6
"cond_F_cell76",6
"cond_F_cell77",6
"cond_F_cell78",6
"cond_F_cell79",6
"cond_F_cell80",6
"cond_F_cell81",6
"cond_F_cell82",6
"cond_F_cell83",6
"cond_F_cell84",6
"cond_F_cell85",6
"cond_F_cell86",6
"cond_F_cell87",6
"cond_F_cell88",6
"cond_F_cell89",6
"cond_F_cell90",6
"cond_F_cell91",6
"cond_F_cell92",6
"cond_F_cell93",6
"cond_F_cell94",6
"cond_F_cell95",6
"cond_F_cell96",6
"cond_F_cell97",6
"cond_F_cell98",6
"cond_F_cell99",6
"cond_F_cell100",6
"cond_F_cell101",6
"cond_F_cell102",6
"cond_F_cell103",6
"cond_F_cell104",6
"cond_F_cell105",6
"cond_F_cell106",6
"cond_F_cell107",6
"cond_F_cell108",6
"cond_F_cell109",6
"cond_F_cell110",6
"cond_F_cell111",6
"cond_F_cell112",6
"cond_F_cell113",6
"cond_F_cell114",6
"cond_F_cell115",6
"cond_F_cell116",6
"cond_F_cell117",6
"cond_F_cell118",6
"cond_F_cell119",6
"cond_F_cell120",6
"cond_F_cell121",6
"cond_F_cell122",6
"cond_F_cell123",6
"cond_F_cell124",6
"cond_F_cell125",6
"cond_F_cell126",6
"cond_F_cell127",6
"cond_F_cell128",6
"cond_F_cell129",6
"cond_F_cell130",6
"cond_F_cell131",6
"cond_F_cell132",6
"cond_F_cell133",6
"cond_F_cell134",6
"cond_F_cell135",6
"cond_F_cell136",6
"cond_F_cell137",6
"cond_F_cell138",6
"cond_F_cell139",6
"cond_F_cell140",6
"cond_F_cell141",6
"cond_F_cell142",6
"cond_F_cell143",6
"cond_F_cell144",6
"cond_F_cell145",6
"cond_F_cell146",6
"cond_F_cell147",6
"cond_F_cell148",6
"cond_F_cell149",6
"cond_F_cell150",6
"cond_F_cell151",6
"cond_F_cell152",6
"cond_F_cell153",6
"cond_F_cell154",6
"cond_F_cell155",6
"cond_F_cell156",6
"cond_F_cell157",6
"cond_F_cell158",6
"cond_F_cell159",6
"cond_F_cell160",6
"cond_F_cell161",6
"cond_F_cell162",6
"cond_F_cell163",6
"cond_F_cell164",6
"cond_F_cell165",6
"cond_F_cell166",6
"cond_F_cell167",6
"cond_F_cell168",6
"cond_F_cell169",6
"cond_F_cell170",6
"cond_F_cell171",6
"cond_F_cell172",6
"cond_F_cell173",6
"cond_F_cell174",6
"cond_F_cell175",6
"cond_F_cell176",6
"cond_F_cell177",6
"cond_F_cell178",6
"cond_F_cell179",6
"cond_F_cell180",6
"cond_F_cell181",6
"cond_F_cell182",6
"cond_F_cell183",6
"cond_F_cell184",6
"cond_F_cell185",6
"cond_F_cell186",6
"cond_F_cell187",6
"cond_F_cell188",6
"cond_F_cell189",6
"cond_F_cell190",6
"cond_F_cell191",6
"cond_F_cell192",6
"cond_F_cell193",6
"cond_F_cell194",6
"cond_F_cell195",6
"cond_F_cell196",6
"cond_F_cell197",6
"cond_F_cell198",6
"cond_F_cell199",6
"cond_F_cell200",6
"cond_F_cell201",6
"cond_F_cell202",6
"cond_F_cell203",6
"cond_F_cell204",6
"cond_F_cell205",6
"cond_F_cell206",6
"cond_F_cell207",6
"cond_F_cell208",6
"cond_F_cell209",6
"cond_F_cell210",6
"cond_F_cell211",6
"cond_F_cell212",6
"cond_F_cell213",6
"cond_F_cell214",6
"cond_F_cell215",6
"cond_F_cell216",6
"cond_F_cell217",6
"cond_F_cell218",6
"cond_F_cell219",6
"cond_F_cell220",6
"cond_F_cell221",6
"cond_F_cell222",6
"cond_F_cell223",6
"cond_F_cell224",6
"cond_F_cell225",6
"cond_F_cell226",6
"cond_F_cell227",6
"cond_F_cell228",6
"cond_F_cell229",6
"cond_F_cell230",6
"cond_F_cell231",6
"cond_F_cell232",6
"cond_F_cell233",6
"cond_F_cell234",6
"cond_F_cell235",6
"cond_F_cell236",6
"cond_F_cell237",6
"cond_F_cell238",6
"cond_F_cell239",6
"cond_F_cell240",6
"cond_F_cell241",6
"cond_F_cell242",6
"cond_F_cell243",6
"cond_F_cell244",6
"cond_F_cell245",6
"cond_F_cell246",6
"cond_F_cell247",6
"cond_F_cell248",6
"cond_F_cell249",6
"cond_F_cell250",6
"cond_F_cell251",6
"cond_F_cell252",6
"cond_F_cell253",6
"cond_F_cell254",6
"cond_F_cell255",6
"cond_F_cell256",6
"cond_F_cell257",6
"cond_F_cell258",6
"cond_F_cell259",6
"cond_F_cell260",6
"cond_F_cell261",6
"cond_F_cell262",6
"cond_F_cell263",6
"cond_F_cell264",6
"cond_F_cell265",6
"cond_F_cell266",6
"cond_F_cell267",6
"cond_F_cell268",6
"cond_F_cell269",6
"cond_F_cell270",6
"cond_F_cell271",6
"cond_F_cell272",6
"cond_F_cell273",6
"cond_F_cell274",6
"cond_F_cell275",6
"cond_F_cell276",6
"cond_F_cell277",6
"cond_F_cell278",6
"cond_F_cell279",6
"cond_F_cell280",6
"cond_F_cell281",6
"cond_F_cell282",6
"cond_F_cell283",6
"cond_F_cell284",6
"cond_F_cell285",6
"cond_F_cell286",6
"cond_F_cell287",6
"cond_F_cell288",6
"cond_F_cell289",6
"cond_F_cell290",6
"cond_F_cell291",6
"cond_F_cell292",6
"cond_F_cell293",6
"cond_F_cell294",6
"cond_F_cell295",6
"cond_F_cell296",6
"cond_F_cell297",6
"cond_F_cell298",6
"cond_F_cell299",6
"cond_F_cell300",6
"cond_F_cell301",6
"cond_F_cell302",6
"cond_F_cell303",6
"cond_F_cell304",6
"cond_F_cell305",6
"cond_F_cell306",6
"cond_F_cell307",6
"cond_F_cell308",6
"cond_F_cell309",6
"cond_F_cell310",6
"cond_F_cell311",6
"cond_F_cell312",6
"cond_F_cell313",6
"cond_F_cell314",6
"cond_F_cell315",6
"cond_F_cell316",6
"cond_F_cell317",6
"cond_F_cell318",6
"cond_F_cell319",6
"cond_F_cell320",6
"cond_F_cell321",6
"cond_F_cell322",6
"cond_F_cell323",6
"cond_F_cell324",6
"cond_F_cell325",6
"cond_F_cell326",6
"cond_F_cell327",6
"cond_F_cell328",6
"cond_F_cell329",6
"cond_F_cell330",6
"cond_F_cell331",6
"cond_F_cell332",6
"cond_F_cell333",6
"cond_F_cell334",6
"cond_F_cell335",6
"cond_F_cell336",6
"cond_F_cell337",6
"cond_F_cell338",6
"cond_F_cell339",6
"cond_F_cell340",6
"cond_F_cell341",6
"cond_F_cell342",6
"cond_F_cell343",6
"cond_F_cell344",6
"cond_F_cell345",6
"cond_F_cell346",6
"cond_F_cell347",6
"cond_F_cell348",6
"cond_F_cell349",6
"cond_F_cell350",6
"cond_F_cell351",6
"cond_F_cell352",6
"cond_F_cell353",6
"cond_F_cell354",6
"cond_F_cell355",6
"cond_F_cell356",6
"cond_F_cell357",6
"cond_F_cell358",6
"cond_F_cell359",6
"cond_F_cell360",6
"cond_F_cell361",6
"cond_F_cell362",6
"cond_F_cell363",6
"cond_F_cell364",6
"cond_F_cell365",6
"cond_F_cell366",6
"cond_F_cell367",6
"cond_F_cell368",6
"cond_F_cell369",6
"cond_F_cell370",6
"cond_F_cell371",6
"cond_F_cell372",6
"cond_F_cell373",6
"cond_F_cell374",6
"cond_F_cell375",6
"cond_F_cell376",6
